#miRNA	read_count	precursor	total	F01	F02	F03	F01(norm)	F02(norm)	F03(norm)
chi-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
oha-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
oha-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
oha-let-7c-1-3p	0.00	bta-let-7a-2	0.00	0	0	0	0	0	0
cja-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
pal-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
pal-let-7a-2-3p	0.00	bta-let-7a-2	0.00	0	0	0	0	0	0
hpo-let-7-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
cgr-let-7a-2	0.00	bta-let-7a-2	0.00	0	0	0	0	0	0
abu-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
mze-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
nbr-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
oni-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
pny-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
gmo-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
gmo-let-7a-3p	0.00	bta-let-7a-2	0.00	0	0	0	0	0	0
bdo-let-7	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
dqu-let-7-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
pte-let-7-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
xla-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
cpo-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
cpo-let-7a-2-3p	0.00	bta-let-7a-2	0.00	0	0	0	0	0	0
dno-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
dno-let-7c-2-3p	0.00	bta-let-7a-2	0.00	0	0	0	0	0	0
ocu-let-7a-5p	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
ppa-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
mmr-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
dma-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
nle-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
sbo-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
pha-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
oga-let-7a	238.00	bta-let-7a-2	238.00	47.00	116.00	75.00	236.44	495.31	437.38
cel-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
hsa-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
hsa-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
dme-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cbr-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mmu-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mmu-let-7a-1-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
mmu-let-7c-2-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
rno-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
rno-let-7a-1-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
rno-let-7c-2-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
gga-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
gga-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
gga-let-7j-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
gga-let-7k-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
dps-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dre-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
fru-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
tni-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
xtr-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
bmo-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
bta-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mdo-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
bta-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
ame-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
oan-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
mml-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mml-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cfa-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ptr-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
tca-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dan-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
der-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dgr-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dmo-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dpe-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dse-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dsi-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dvi-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dwi-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dya-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
bfl-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cte-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
lgi-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
sko-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
crm-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ppc-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
isc-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
eca-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ssc-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
bma-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
tgu-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
tgu-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
tgu-let-7a-1-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
nvi-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ppy-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ngi-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pma-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
asu-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
aca-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
aca-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
aca-let-7f-1-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
ola-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ola-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
sha-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cgr-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ggo-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mse-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ccr-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ipu-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cbn-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
oar-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
prd-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
bbe-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ssa-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ssa-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
aca-let-7a-3-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cpi-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cpi-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cpi-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
ami-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ami-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
ami-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cli-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cli-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cli-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
pbv-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pbv-let-7a-2-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
pbv-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
pbv-let-7f-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
chi-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
chi-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
tch-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
oha-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
oha-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
oha-let-7a-2-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
oha-let-7f-1-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
oha-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cja-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pal-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pal-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
hpo-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cgr-let-7c-2	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
abu-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mze-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
nbr-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
oni-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pny-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
gmo-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
gmo-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
bdo-let-7	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dqu-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pte-let-7-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
xla-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
xla-let-7e-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
cpo-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
cpo-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
dno-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dno-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
ocu-let-7a-5p	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
ocu-let-7a-3p	5.00	bta-let-7a-3	5.00	3.00	1.00	1.00	15.09	4.27	5.83
ppa-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
mmr-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
dma-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
nle-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
sbo-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
pha-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
oga-let-7a	237.00	bta-let-7a-3	237.00	47.00	115.00	75.00	236.44	491.04	437.38
hsa-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
mmu-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
rno-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
gga-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
dre-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
fru-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
tni-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
mdo-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
bta-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
oan-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
mml-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ptr-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
cfa-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
tgu-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
tgu-let-7b-3p	0.00	bta-let-7b	0.00	0	0	0	0	0	0
oar-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ppy-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
aca-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
aca-let-7b-3p	0.00	bta-let-7b	0.00	0	0	0	0	0	0
ola-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
cgr-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ggo-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
pol-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
pol-let-7b-3p	0.00	bta-let-7b	0.00	0	0	0	0	0	0
pol-let-7a-3p	0.00	bta-let-7b	0.00	0	0	0	0	0	0
ccr-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ipu-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ssa-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
cpi-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ami-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
cli-let-7b-3p	0.00	bta-let-7b	0.00	0	0	0	0	0	0
pbv-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
chi-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
oha-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
oha-let-7b-3p	0.00	bta-let-7b	0.00	0	0	0	0	0	0
cja-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
abu-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
mze-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
nbr-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
oni-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
pny-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
cpo-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
dno-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ocu-let-7b-5p	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
ppa-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
mmr-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
dma-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
sbo-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
pha-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
oga-let-7b	22.00	bta-let-7b	22.00	8.00	11.00	3.00	40.25	46.97	17.50
hsa-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
hsa-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
mmu-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
mmu-let-7c-1-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
rno-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
rno-let-7c-1-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
gga-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
gga-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
dre-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
dre-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
dre-let-7d-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ssc-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
xtr-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
bta-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
mml-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
mml-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
cfa-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
ptr-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
eca-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
tgu-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
tgu-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
oar-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
ppy-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
aca-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
aca-let-7c-1-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ola-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
cgr-let-7c	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ggo-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
pol-let-7a-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
pol-let-7d-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
oan-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
oan-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ipu-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
hhi-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
ssa-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
ssa-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ssa-let-7d-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
efu-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
cpi-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
cpi-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ami-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
ami-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
cli-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
cli-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
pbv-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
pbv-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
chi-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
chi-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
oha-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
oha-let-7c-3-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
pal-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
pal-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
tcf-let-7-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
abu-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
mze-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
nbr-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
oni-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
pny-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
gmo-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
gmo-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
gmo-let-7d-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
xla-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
xla-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
cpo-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
cpo-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
dno-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
dno-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ocu-let-7c-5p	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
ocu-let-7c-3p	0.00	bta-let-7c	0.00	0	0	0	0	0	0
ppa-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
mmr-let-7c	174.00	bta-let-7c	174.00	32.00	90.00	52.00	160.98	384.29	303.25
