#miRNA	read_count	precursor
efu-miR-1	3	bta-mir-1-2
chi-miR-1	3	bta-mir-1-2
oha-miR-1a-5p	0	bta-mir-1-2
oha-miR-1b-3p	3	bta-mir-1-2
rno-miR-1b	3	bta-mir-1-2
hsa-miR-100-5p	2674	bta-mir-100
mmu-miR-100-5p	2674	bta-mir-100
mmu-miR-100-3p	0	bta-mir-100
rno-miR-100-5p	2674	bta-mir-100
rno-miR-100-3p	0	bta-mir-100
gga-miR-100-5p	2674	bta-mir-100
aga-miR-100	2674	bta-mir-100
dre-miR-100-5p	2674	bta-mir-100
ggo-miR-100	2674	bta-mir-100
age-miR-100	2674	bta-mir-100
ppa-miR-100	2674	bta-mir-100
ppy-miR-100	2674	bta-mir-100
ptr-miR-100	2674	bta-mir-100
mml-miR-100-5p	2674	bta-mir-100
mml-miR-100-3p	0	bta-mir-100
sla-miR-100	2674	bta-mir-100
lla-miR-100	2674	bta-mir-100
fru-miR-100	2674	bta-mir-100
tni-miR-100	2674	bta-mir-100
xtr-miR-100	2674	bta-mir-100
mdo-miR-100-5p	2674	bta-mir-100
mdo-miR-100-3p	0	bta-mir-100
ame-miR-100	2674	bta-mir-100
oan-miR-100-5p	2674	bta-mir-100
oan-miR-100-3p	0	bta-mir-100
bta-miR-100	2674	bta-mir-100
lgi-miR-100	2674	bta-mir-100
sko-miR-100	2674	bta-mir-100
bmo-miR-100	2674	bta-mir-100
eca-miR-100	2674	bta-mir-100
ssc-miR-100	2674	bta-mir-100
bma-miR-100b	2674	bta-mir-100
aae-miR-100	2674	bta-mir-100
cqu-miR-100-5p	2674	bta-mir-100
tgu-miR-100-5p	2674	bta-mir-100
nvi-miR-100	2674	bta-mir-100
pma-miR-100a-5p	2674	bta-mir-100
aca-miR-100	2674	bta-mir-100
ola-miR-100	2674	bta-mir-100
sha-miR-100	2674	bta-mir-100
cgr-miR-100-5p	2674	bta-mir-100
cgr-miR-100-3p	0	bta-mir-100
mse-miR-100	2674	bta-mir-100
ccr-miR-100	2674	bta-mir-100
ipu-miR-100	2674	bta-mir-100
pmi-miR-100-5p	2674	bta-mir-100
bbe-miR-100-5p	2674	bta-mir-100
ssa-miR-100a-5p	2674	bta-mir-100
ssa-miR-100a-2-3p	0	bta-mir-100
chi-miR-100-5p	2674	bta-mir-100
chi-miR-100-3p	0	bta-mir-100
tch-miR-100-5p	2674	bta-mir-100
hsa-miR-101-5p	0	bta-mir-101-1
hsa-miR-101-3p	70	bta-mir-101-1
mmu-miR-101a-5p	0	bta-mir-101-1
mmu-miR-101a-3p	70	bta-mir-101-1
rno-miR-101a-5p	0	bta-mir-101-1
rno-miR-101a-3p	70	bta-mir-101-1
gga-miR-101-3p	70	bta-mir-101-1
dre-miR-101a	70	bta-mir-101-1
ggo-miR-101	70	bta-mir-101-1
sla-miR-101	70	bta-mir-101-1
age-miR-101	70	bta-mir-101-1
ppa-miR-101	70	bta-mir-101-1
ppy-miR-101	70	bta-mir-101-1
ptr-miR-101	70	bta-mir-101-1
mml-miR-101-1-5p	0	bta-mir-101-1
mml-miR-101-3p	70	bta-mir-101-1
lla-miR-101	70	bta-mir-101-1
mne-miR-101	70	bta-mir-101-1
fru-miR-101a	70	bta-mir-101-1
tni-miR-101a	70	bta-mir-101-1
bta-miR-101	70	bta-mir-101-1
xtr-miR-101a	70	bta-mir-101-1
mdo-miR-101-3p	70	bta-mir-101-1
mdo-miR-101-1-5p	0	bta-mir-101-1
oan-miR-101	70	bta-mir-101-1
gga-miR-101-2-5p	0	bta-mir-101-1
cfa-miR-101	70	bta-mir-101-1
ssc-miR-101	70	bta-mir-101-1
eca-miR-101	70	bta-mir-101-1
tgu-miR-101-3p	70	bta-mir-101-1
tgu-miR-101-2-5p	0	bta-mir-101-1
mmu-miR-101c	70	bta-mir-101-1
aca-miR-101-3p	70	bta-mir-101-1
ola-miR-101a-5p	0	bta-mir-101-1
ola-miR-101a-3p	70	bta-mir-101-1
sha-miR-101	70	bta-mir-101-1
cgr-miR-101b-3p	70	bta-mir-101-1
ccr-miR-101a	70	bta-mir-101-1
ipu-miR-101a	70	bta-mir-101-1
ssa-miR-101a-3p	70	bta-mir-101-1
efu-miR-101	70	bta-mir-101-1
chi-miR-101-5p	0	bta-mir-101-1
chi-miR-101-3p	70	bta-mir-101-1
tch-miR-101	70	bta-mir-101-1
oha-miR-101a-3p	70	bta-mir-101-1
oha-miR-101b-3p	70	bta-mir-101-1
hsa-miR-101-3p	75	bta-mir-101-2
mmu-miR-101a-3p	75	bta-mir-101-2
rno-miR-101b-5p	0	bta-mir-101-2
mmu-miR-101b-5p	0	bta-mir-101-2
rno-miR-101a-3p	75	bta-mir-101-2
gga-miR-101-3p	75	bta-mir-101-2
dre-miR-101a	75	bta-mir-101-2
ggo-miR-101	75	bta-mir-101-2
sla-miR-101	75	bta-mir-101-2
age-miR-101	75	bta-mir-101-2
ppa-miR-101	75	bta-mir-101-2
ppy-miR-101	75	bta-mir-101-2
ptr-miR-101	75	bta-mir-101-2
mml-miR-101-3p	75	bta-mir-101-2
lla-miR-101	75	bta-mir-101-2
mne-miR-101	75	bta-mir-101-2
fru-miR-101a	75	bta-mir-101-2
tni-miR-101a	75	bta-mir-101-2
bta-miR-101	75	bta-mir-101-2
xtr-miR-101a	75	bta-mir-101-2
mdo-miR-101-2-5p	0	bta-mir-101-2
mdo-miR-101-3p	75	bta-mir-101-2
oan-miR-101	75	bta-mir-101-2
mml-miR-101-2-5p	0	bta-mir-101-2
cfa-miR-101	75	bta-mir-101-2
ssc-miR-101	75	bta-mir-101-2
eca-miR-101	75	bta-mir-101-2
tgu-miR-101-3p	75	bta-mir-101-2
mmu-miR-101c	75	bta-mir-101-2
aca-miR-101-3p	75	bta-mir-101-2
ola-miR-101a-3p	75	bta-mir-101-2
sha-miR-101	75	bta-mir-101-2
cgr-miR-101b-5p	0	bta-mir-101-2
cgr-miR-101b-3p	75	bta-mir-101-2
ccr-miR-101a	75	bta-mir-101-2
ipu-miR-101a	75	bta-mir-101-2
ssa-miR-101a-3p	75	bta-mir-101-2
chi-miR-101-3p	75	bta-mir-101-2
tch-miR-101	75	bta-mir-101-2
oha-miR-101a-3p	75	bta-mir-101-2
oha-miR-101b-3p	75	bta-mir-101-2
hsa-miR-103a-3p	13	bta-mir-103-1
mmu-miR-103-1-5p	0	bta-mir-103-1
mmu-miR-103-3p	13	bta-mir-103-1
rno-miR-103-3p	13	bta-mir-103-1
rno-miR-103-1-5p	0	bta-mir-103-1
gga-miR-103-3p	13	bta-mir-103-1
gga-miR-103-1-5p	0	bta-mir-103-1
dre-miR-103	13	bta-mir-103-1
ssc-miR-103	13	bta-mir-103-1
age-miR-103	13	bta-mir-103-1
ggo-miR-103	13	bta-mir-103-1
ppa-miR-103	13	bta-mir-103-1
ppy-miR-103	13	bta-mir-103-1
ptr-miR-103	13	bta-mir-103-1
mml-miR-103-5p	0	bta-mir-103-1
mml-miR-103-3p	13	bta-mir-103-1
lla-miR-103	13	bta-mir-103-1
mne-miR-103	13	bta-mir-103-1
fru-miR-103	13	bta-mir-103-1
tni-miR-103	13	bta-mir-103-1
fru-miR-107	13	bta-mir-103-1
bta-miR-103	13	bta-mir-103-1
xtr-miR-103	13	bta-mir-103-1
mdo-miR-103-1-5p	0	bta-mir-103-1
mdo-miR-103-3p	13	bta-mir-103-1
oan-miR-103-3p	13	bta-mir-103-1
oan-miR-103-1-5p	0	bta-mir-103-1
cfa-miR-107	13	bta-mir-103-1
cfa-miR-103	13	bta-mir-103-1
eca-miR-107a	13	bta-mir-103-1
eca-miR-103	13	bta-mir-103-1
tgu-miR-103-3p	13	bta-mir-103-1
pma-miR-103b-3p	13	bta-mir-103-1
aca-miR-103-3p	13	bta-mir-103-1
ola-miR-103	13	bta-mir-103-1
ola-miR-107	13	bta-mir-103-1
cgr-miR-103-3p	13	bta-mir-103-1
ccr-miR-103	13	bta-mir-103-1
ipu-miR-103	13	bta-mir-103-1
ipu-miR-107b	13	bta-mir-103-1
oar-miR-103	13	bta-mir-103-1
ssa-miR-103-3p	13	bta-mir-103-1
efu-miR-103a	13	bta-mir-103-1
chi-miR-103-3p	13	bta-mir-103-1
chi-miR-107-3p	13	bta-mir-103-1
tch-miR-103a-3p	13	bta-mir-103-1
tch-miR-107	13	bta-mir-103-1
oha-miR-103a-5p	0	bta-mir-103-1
oha-miR-103a-3p	13	bta-mir-103-1
oha-miR-103b-3p	13	bta-mir-103-1
hsa-miR-103a-2-5p	0	bta-mir-103-2
hsa-miR-103a-3p	13	bta-mir-103-2
mmu-miR-103-3p	13	bta-mir-103-2
mmu-miR-103-2-5p	0	bta-mir-103-2
rno-miR-103-2-5p	0	bta-mir-103-2
rno-miR-103-3p	13	bta-mir-103-2
gga-miR-103-2-5p	0	bta-mir-103-2
gga-miR-103-3p	13	bta-mir-103-2
dre-miR-103	13	bta-mir-103-2
ssc-miR-103	13	bta-mir-103-2
age-miR-103	13	bta-mir-103-2
ggo-miR-103	13	bta-mir-103-2
ppa-miR-103	13	bta-mir-103-2
ppy-miR-103	13	bta-mir-103-2
ptr-miR-103	13	bta-mir-103-2
mml-miR-103-3p	13	bta-mir-103-2
lla-miR-103	13	bta-mir-103-2
mne-miR-103	13	bta-mir-103-2
fru-miR-103	13	bta-mir-103-2
tni-miR-103	13	bta-mir-103-2
fru-miR-107	13	bta-mir-103-2
bta-miR-103	13	bta-mir-103-2
xtr-miR-103	13	bta-mir-103-2
mdo-miR-103-3p	13	bta-mir-103-2
mdo-miR-103-2-5p	0	bta-mir-103-2
oan-miR-103-2-5p	0	bta-mir-103-2
oan-miR-103-3p	13	bta-mir-103-2
cfa-miR-107	13	bta-mir-103-2
cfa-miR-103	13	bta-mir-103-2
eca-miR-107a	13	bta-mir-103-2
eca-miR-103	13	bta-mir-103-2
tgu-miR-103-3p	13	bta-mir-103-2
tgu-miR-103-5p	0	bta-mir-103-2
pma-miR-103b-3p	13	bta-mir-103-2
aca-miR-103-5p	0	bta-mir-103-2
aca-miR-103-3p	13	bta-mir-103-2
ola-miR-103	13	bta-mir-103-2
ola-miR-107	13	bta-mir-103-2
cgr-miR-103-5p	0	bta-mir-103-2
cgr-miR-103-3p	13	bta-mir-103-2
ccr-miR-103	13	bta-mir-103-2
ipu-miR-103	13	bta-mir-103-2
ipu-miR-107b	13	bta-mir-103-2
oar-miR-103	13	bta-mir-103-2
ssa-miR-103-3p	13	bta-mir-103-2
efu-miR-103b	13	bta-mir-103-2
chi-miR-103-5p	0	bta-mir-103-2
chi-miR-103-3p	13	bta-mir-103-2
chi-miR-107-3p	13	bta-mir-103-2
tch-miR-103a-3p	13	bta-mir-103-2
tch-miR-107	13	bta-mir-103-2
oha-miR-103a-3p	13	bta-mir-103-2
oha-miR-103b-5p	0	bta-mir-103-2
oha-miR-103b-3p	13	bta-mir-103-2
hsa-miR-105-5p	0	bta-mir-105a
hsa-miR-105-3p	0	bta-mir-105a
ssc-miR-105-1	0	bta-mir-105a
ppy-miR-105	0	bta-mir-105a
ggo-miR-105	0	bta-mir-105a
ppa-miR-105	0	bta-mir-105a
ptr-miR-105	0	bta-mir-105a
mml-miR-105-5p	0	bta-mir-105a
mml-miR-105-3p	0	bta-mir-105a
sla-miR-105	0	bta-mir-105a
lla-miR-105	0	bta-mir-105a
mne-miR-105	0	bta-mir-105a
bta-miR-105a	0	bta-mir-105a
cfa-miR-105a	0	bta-mir-105a
eca-miR-105	0	bta-mir-105a
chi-miR-105a	0	bta-mir-105a
chi-miR-105b-3p	0	bta-mir-105a
ssc-miR-105-2	0	bta-mir-105b
bta-miR-105b	0	bta-mir-105b
cfa-miR-105b	0	bta-mir-105b
chi-miR-105b-5p	0	bta-mir-105b
hsa-miR-106a-5p	0	bta-mir-106a
gga-miR-106-5p	0	bta-mir-106a
ssc-miR-106a	0	bta-mir-106a
ggo-miR-106a	0	bta-mir-106a
age-miR-106a	0	bta-mir-106a
ppa-miR-106a	0	bta-mir-106a
mml-miR-106a-5p	0	bta-mir-106a
mml-miR-106a-3p	0	bta-mir-106a
ppy-miR-106a	0	bta-mir-106a
ptr-miR-106a	0	bta-mir-106a
sla-miR-106a	0	bta-mir-106a
mne-miR-106a	0	bta-mir-106a
bta-miR-106a	0	bta-mir-106a
oan-miR-106-5p	0	bta-mir-106a
cfa-miR-106a	0	bta-mir-106a
tgu-miR-106-5p	0	bta-mir-106a
oar-miR-106a	0	bta-mir-106a
ssa-miR-106b-5p	0	bta-mir-106a
chi-miR-106a-5p	0	bta-mir-106a
chi-miR-106a-3p	0	bta-mir-106a
mmu-miR-106b-5p	2	bta-mir-106b
mmu-miR-106b-3p	24	bta-mir-106b
hsa-miR-106b-5p	2	bta-mir-106b
hsa-miR-106b-3p	24	bta-mir-106b
rno-miR-106b-5p	2	bta-mir-106b
rno-miR-106b-3p	24	bta-mir-106b
ggo-miR-106b	2	bta-mir-106b
age-miR-106b	2	bta-mir-106b
ppa-miR-106b	2	bta-mir-106b
ppy-miR-106b	2	bta-mir-106b
ptr-miR-106b	2	bta-mir-106b
mml-miR-106b-5p	2	bta-mir-106b
mml-miR-106b-3p	24	bta-mir-106b
sla-miR-106b	2	bta-mir-106b
lla-miR-106b	2	bta-mir-106b
mne-miR-106b	2	bta-mir-106b
cfa-miR-106b	2	bta-mir-106b
bta-miR-106b	2	bta-mir-106b
eca-miR-106b	2	bta-mir-106b
cgr-miR-106b-5p	2	bta-mir-106b
cgr-miR-106b-3p	24	bta-mir-106b
oar-miR-106b	2	bta-mir-106b
efu-miR-106	24	bta-mir-106b
chi-miR-106b-5p	2	bta-mir-106b
chi-miR-106b-3p	24	bta-mir-106b
hsa-miR-107	0	bta-mir-107
mmu-miR-107-5p	0	bta-mir-107
mmu-miR-107-3p	0	bta-mir-107
rno-miR-107-5p	0	bta-mir-107
rno-miR-107-3p	0	bta-mir-107
gga-miR-107-5p	0	bta-mir-107
gga-miR-107-3p	0	bta-mir-107
dre-miR-107a-3p	0	bta-mir-107
ssc-miR-107	0	bta-mir-107
mml-miR-107-5p	0	bta-mir-107
mml-miR-107-3p	0	bta-mir-107
ptr-miR-107	0	bta-mir-107
ggo-miR-107	0	bta-mir-107
ppy-miR-107	0	bta-mir-107
lla-miR-107	0	bta-mir-107
mne-miR-107	0	bta-mir-107
ppa-miR-107	0	bta-mir-107
tni-miR-107	0	bta-mir-107
xtr-miR-107	0	bta-mir-107
bta-miR-107	0	bta-mir-107
mdo-miR-107	0	bta-mir-107
oan-miR-107-5p	0	bta-mir-107
oan-miR-107-3p	0	bta-mir-107
cfa-miR-107	0	bta-mir-107
eca-miR-107b	0	bta-mir-107
tgu-miR-107	0	bta-mir-107
aca-miR-107-5p	0	bta-mir-107
aca-miR-107-3p	0	bta-mir-107
ola-miR-103	0	bta-mir-107
ola-miR-107	0	bta-mir-107
cgr-miR-107	0	bta-mir-107
ccr-miR-107	0	bta-mir-107
ipu-miR-107a	0	bta-mir-107
ipu-miR-107b	0	bta-mir-107
oar-miR-107	0	bta-mir-107
ssa-miR-107-5p	0	bta-mir-107
ssa-miR-107-3p	0	bta-mir-107
efu-miR-107	0	bta-mir-107
chi-miR-107-3p	0	bta-mir-107
tch-miR-107	0	bta-mir-107
oha-miR-107-5p	0	bta-mir-107
oha-miR-107-3p	0	bta-mir-107
hsa-miR-10a-5p	30	bta-mir-10a
hsa-miR-10a-3p	0	bta-mir-10a
mmu-miR-10a-5p	30	bta-mir-10a
mmu-miR-10a-3p	0	bta-mir-10a
rno-miR-10a-5p	30	bta-mir-10a
rno-miR-10a-3p	0	bta-mir-10a
dps-miR-10	30	bta-mir-10a
dre-miR-10a-5p	30	bta-mir-10a
aga-miR-10	30	bta-mir-10a
ggo-miR-10a	30	bta-mir-10a
ppy-miR-10a	30	bta-mir-10a
sla-miR-10a	30	bta-mir-10a
age-miR-10a	30	bta-mir-10a
ppa-miR-10a	30	bta-mir-10a
xtr-miR-10a	30	bta-mir-10a
bmo-miR-10-5p	30	bta-mir-10a
bta-miR-10a	30	bta-mir-10a
mdo-miR-10a-5p	30	bta-mir-10a
mdo-miR-10a-3p	0	bta-mir-10a
ame-miR-10	30	bta-mir-10a
oan-miR-10a-5p	30	bta-mir-10a
oan-miR-10a-3p	0	bta-mir-10a
gga-miR-10a-5p	30	bta-mir-10a
gga-miR-10a-3p	0	bta-mir-10a
mml-miR-10a-5p	30	bta-mir-10a
mml-miR-10a-3p	0	bta-mir-10a
cfa-miR-10a	30	bta-mir-10a
ptr-miR-10a	30	bta-mir-10a
tca-miR-10-5p	30	bta-mir-10a
dan-miR-10	30	bta-mir-10a
der-miR-10	30	bta-mir-10a
dgr-miR-10	30	bta-mir-10a
dmo-miR-10	30	bta-mir-10a
dpe-miR-10	30	bta-mir-10a
dse-miR-10	30	bta-mir-10a
dsi-miR-10	30	bta-mir-10a
dwi-miR-10	30	bta-mir-10a
dya-miR-10	30	bta-mir-10a
bfl-miR-10a-5p	30	bta-mir-10a
lgi-miR-10	30	bta-mir-10a
sko-miR-10	30	bta-mir-10a
lmi-miR-10-5p	30	bta-mir-10a
dpu-miR-10	30	bta-mir-10a
isc-miR-10	30	bta-mir-10a
eca-miR-10a	30	bta-mir-10a
ssc-miR-10a-5p	30	bta-mir-10a
ssc-miR-10a-3p	0	bta-mir-10a
api-miR-10	30	bta-mir-10a
nvi-miR-10	30	bta-mir-10a
nlo-miR-10	30	bta-mir-10a
aca-miR-10a-5p	30	bta-mir-10a
sha-miR-10a	29	bta-mir-10a
cgr-miR-10a-5p	30	bta-mir-10a
cgr-miR-10a-3p	0	bta-mir-10a
ipu-miR-10a	30	bta-mir-10a
oar-miR-10a	30	bta-mir-10a
bbe-miR-10a-5p	30	bta-mir-10a
pxy-miR-10-5p	30	bta-mir-10a
chi-miR-10a-5p	30	bta-mir-10a
chi-miR-10a-3p	0	bta-mir-10a
oha-miR-10a-5p	30	bta-mir-10a
mmu-miR-10b-5p	31	bta-mir-10b
mmu-miR-10b-3p	0	bta-mir-10b
hsa-miR-10b-5p	31	bta-mir-10b
hsa-miR-10b-3p	0	bta-mir-10b
rno-miR-10b-5p	31	bta-mir-10b
rno-miR-10b-3p	0	bta-mir-10b
gga-miR-10b-5p	31	bta-mir-10b
gga-miR-10b-3p	0	bta-mir-10b
dre-miR-10b-5p	31	bta-mir-10b
ggo-miR-10b	31	bta-mir-10b
mne-miR-10b	31	bta-mir-10b
ppa-miR-10b	31	bta-mir-10b
fru-miR-10b	31	bta-mir-10b
tni-miR-10b	31	bta-mir-10b
xtr-miR-10b	31	bta-mir-10b
bta-miR-10b	31	bta-mir-10b
mdo-miR-10b-5p	31	bta-mir-10b
mdo-miR-10b-3p	0	bta-mir-10b
oan-miR-10b-5p	31	bta-mir-10b
oan-miR-10b-3p	0	bta-mir-10b
mml-miR-10b-5p	31	bta-mir-10b
mml-miR-10b-3p	0	bta-mir-10b
ptr-miR-10b	31	bta-mir-10b
cfa-miR-10b	31	bta-mir-10b
eca-miR-10b	31	bta-mir-10b
ssc-miR-10b	31	bta-mir-10b
ppy-miR-10b	31	bta-mir-10b
tgu-miR-10a-5p	31	bta-mir-10b
tgu-miR-10a-3p	0	bta-mir-10b
aca-miR-10b-5p	31	bta-mir-10b
aca-miR-10b-3p	0	bta-mir-10b
ola-miR-10b	31	bta-mir-10b
sha-miR-10b	27	bta-mir-10b
cgr-miR-10b-5p	31	bta-mir-10b
cgr-miR-10b-3p	0	bta-mir-10b
ccr-miR-10b	31	bta-mir-10b
ipu-miR-10b	31	bta-mir-10b
oar-miR-10b	31	bta-mir-10b
ssa-miR-10b-5p	31	bta-mir-10b
efu-miR-10	0	bta-mir-10b
chi-miR-10b-5p	31	bta-mir-10b
chi-miR-10b-3p	0	bta-mir-10b
tch-miR-10b-5p	31	bta-mir-10b
oha-miR-10c-5p	31	bta-mir-10b
oha-miR-10c-3p	0	bta-mir-10b
hsa-miR-1179	0	bta-mir-1179
ptr-miR-1179	0	bta-mir-1179
bta-miR-1179	0	bta-mir-1179
eca-miR-1179	0	bta-mir-1179
ggo-miR-1179	0	bta-mir-1179
mml-miR-1179	0	bta-mir-1179
hsa-miR-1185-5p	0	bta-mir-1185
ptr-miR-1185	0	bta-mir-1185
bta-miR-1185	0	bta-mir-1185
eca-miR-1185	0	bta-mir-1185
ppy-miR-1185	0	bta-mir-1185
oar-miR-1185-5p	0	bta-mir-1185
oar-miR-1185-3p	0	bta-mir-1185
ggo-miR-1185	0	bta-mir-1185
mml-miR-1185-5p	0	bta-mir-1185
chi-miR-1185-5p	0	bta-mir-1185
chi-miR-1185-3p	0	bta-mir-1185
bta-miR-1193	0	bta-mir-1193
eca-miR-1193	0	bta-mir-1193
oar-miR-1193-3p	0	bta-mir-1193
mmu-miR-1197-5p	0	bta-mir-1197
mmu-miR-1197-3p	0	bta-mir-1197
hsa-miR-1197	0	bta-mir-1197
ptr-miR-1197	0	bta-mir-1197
bta-miR-1197	0	bta-mir-1197
eca-miR-1197	0	bta-mir-1197
ppy-miR-1197	0	bta-mir-1197
oar-miR-1197-3p	0	bta-mir-1197
ggo-miR-1197	0	bta-mir-1197
chi-miR-1197-3p	0	bta-mir-1197
mmu-miR-122-5p	21	bta-mir-122
mmu-miR-122-3p	0	bta-mir-122
hsa-miR-122-5p	21	bta-mir-122
hsa-miR-122-3p	0	bta-mir-122
rno-miR-122-5p	21	bta-mir-122
gga-miR-122-5p	21	bta-mir-122
gga-miR-122-3p	0	bta-mir-122
dre-miR-122	21	bta-mir-122
ssc-miR-122	21	bta-mir-122
fru-miR-122	21	bta-mir-122
tni-miR-122	21	bta-mir-122
xtr-miR-122	21	bta-mir-122
bta-miR-122	21	bta-mir-122
mdo-miR-122-5p	21	bta-mir-122
mdo-miR-122-3p	0	bta-mir-122
oan-miR-122-5p	21	bta-mir-122
oan-miR-122-3p	0	bta-mir-122
mml-miR-122a-5p	21	bta-mir-122
mml-miR-122a-3p	0	bta-mir-122
cfa-miR-122	21	bta-mir-122
ptr-miR-122	21	bta-mir-122
eca-miR-122	21	bta-mir-122
tgu-miR-122-5p	21	bta-mir-122
tgu-miR-122-3p	0	bta-mir-122
ppy-miR-122	21	bta-mir-122
aca-miR-122-5p	21	bta-mir-122
aca-miR-122-3p	0	bta-mir-122
ola-miR-122	0	bta-mir-122
cgr-miR-122	21	bta-mir-122
ggo-miR-122	21	bta-mir-122
pol-miR-122-5p	21	bta-mir-122
ccr-miR-122	21	bta-mir-122
ipu-miR-122	21	bta-mir-122
ssa-miR-122-5p	21	bta-mir-122
ssa-miR-122-2-3p	0	bta-mir-122
chi-miR-122	21	bta-mir-122
tch-miR-122-5p	21	bta-mir-122
oha-miR-122-3p	0	bta-mir-122
hsa-miR-1224-5p	0	bta-mir-1224
hsa-miR-1224-3p	0	bta-mir-1224
ptr-miR-1224-5p	0	bta-mir-1224
ptr-miR-1224-3p	0	bta-mir-1224
mml-miR-1224-5p	0	bta-mir-1224
mml-miR-1224-3p	0	bta-mir-1224
bta-miR-1224	0	bta-mir-1224
ppy-miR-1224-5p	0	bta-mir-1224
ppy-miR-1224-3p	0	bta-mir-1224
chi-miR-1224	0	bta-mir-1224
bta-miR-1225-3p	0	bta-mir-1225
hsa-miR-1246	93	bta-mir-1246
ptr-miR-1246	93	bta-mir-1246
bta-miR-1246	93	bta-mir-1246
bta-miR-1247-5p	0	bta-mir-1247
bta-miR-1247-3p	0	bta-mir-1247
hsa-miR-1248	0	bta-mir-1248-1
ptr-miR-1248	0	bta-mir-1248-1
bta-miR-1248	0	bta-mir-1248-1
ppy-miR-1248	0	bta-mir-1248-1
chi-miR-1248-5p	0	bta-mir-1248-1
hsa-miR-1248	0	bta-mir-1248-2
ptr-miR-1248	0	bta-mir-1248-2
bta-miR-1248	0	bta-mir-1248-2
ppy-miR-1248	0	bta-mir-1248-2
chi-miR-1248-5p	0	bta-mir-1248-2
mmu-miR-1249-3p	0	bta-mir-1249
hsa-miR-1249-3p	0	bta-mir-1249
ptr-miR-1249	0	bta-mir-1249
bta-miR-1249	0	bta-mir-1249
ppy-miR-1249	0	bta-mir-1249
rno-miR-1249	0	bta-mir-1249
ggo-miR-1249	0	bta-mir-1249
mml-miR-1249	0	bta-mir-1249
ssc-miR-1249	0	bta-mir-1249
cfa-miR-1249	0	bta-mir-1249
eca-miR-1249	0	bta-mir-1249
efu-miR-1249	0	bta-mir-1249
chi-miR-1249	0	bta-mir-1249
mmu-miR-124-5p	0	bta-mir-124a-1
mmu-miR-124-3p	0	bta-mir-124a-1
cel-miR-124-3p	0	bta-mir-124a-1
dme-miR-124-3p	0	bta-mir-124a-1
hsa-miR-124-5p	0	bta-mir-124a-1
hsa-miR-124-3p	0	bta-mir-124a-1
cbr-miR-124a	0	bta-mir-124a-1
rno-miR-124-5p	0	bta-mir-124a-1
rno-miR-124-3p	0	bta-mir-124a-1
gga-miR-124a-5p	0	bta-mir-124a-1
gga-miR-124a-3p	0	bta-mir-124a-1
dps-miR-124	0	bta-mir-124a-1
ame-miR-124	0	bta-mir-124a-1
aga-miR-124	0	bta-mir-124a-1
dre-miR-124-3p	0	bta-mir-124a-1
dre-miR-124-5p	0	bta-mir-124a-1
ssc-miR-124a	0	bta-mir-124a-1
ggo-miR-124a	0	bta-mir-124a-1
age-miR-124a	0	bta-mir-124a-1
ppa-miR-124a	0	bta-mir-124a-1
ppy-miR-124a	0	bta-mir-124a-1
ptr-miR-124a	0	bta-mir-124a-1
mml-miR-124a-5p	0	bta-mir-124a-1
mml-miR-124a-3p	0	bta-mir-124a-1
lla-miR-124a	0	bta-mir-124a-1
fru-miR-124	0	bta-mir-124a-1
tni-miR-124	0	bta-mir-124a-1
xtr-miR-124	0	bta-mir-124a-1
bmo-miR-124	0	bta-mir-124a-1
bta-miR-124a	0	bta-mir-124a-1
sme-miR-124c-3p	0	bta-mir-124a-1
mdo-miR-124a-5p	0	bta-mir-124a-1
mdo-miR-124a-3p	0	bta-mir-124a-1
oan-miR-124a-5p	0	bta-mir-124a-1
oan-miR-124a-1-3p	0	bta-mir-124a-1
cin-miR-124-3p	0	bta-mir-124a-1
csa-miR-124	0	bta-mir-124a-1
cfa-miR-124	0	bta-mir-124a-1
tca-miR-124-3p	0	bta-mir-124a-1
dan-miR-124	0	bta-mir-124a-1
der-miR-124	0	bta-mir-124a-1
dgr-miR-124	0	bta-mir-124a-1
dmo-miR-124	0	bta-mir-124a-1
dpe-miR-124	0	bta-mir-124a-1
dse-miR-124	0	bta-mir-124a-1
dsi-miR-124	0	bta-mir-124a-1
dvi-miR-124-3p	0	bta-mir-124a-1
dwi-miR-124	0	bta-mir-124a-1
dya-miR-124	0	bta-mir-124a-1
bta-miR-124b	0	bta-mir-124a-1
bfl-miR-124-3p	0	bta-mir-124a-1
cte-miR-124	0	bta-mir-124a-1
lgi-miR-124	0	bta-mir-124a-1
sko-miR-124-3p	0	bta-mir-124a-1
spu-miR-124	0	bta-mir-124a-1
crm-miR-124a	0	bta-mir-124a-1
ppc-miR-124	0	bta-mir-124a-1
dpu-miR-124	0	bta-mir-124a-1
isc-miR-124	0	bta-mir-124a-1
eca-miR-124	0	bta-mir-124a-1
bma-miR-124	0	bta-mir-124a-1
aae-miR-124	0	bta-mir-124a-1
cqu-miR-124	0	bta-mir-124a-1
tgu-miR-124-5p	0	bta-mir-124a-1
tgu-miR-124-3p	0	bta-mir-124a-1
api-miR-124	0	bta-mir-124a-1
nvi-miR-124	0	bta-mir-124a-1
ppy-miR-124	0	bta-mir-124a-1
pma-miR-124-5p	0	bta-mir-124a-1
pma-miR-124-3p	0	bta-mir-124a-1
xbo-miR-124	0	bta-mir-124a-1
egr-miR-124a	0	bta-mir-124a-1
emu-miR-124a	0	bta-mir-124a-1
